Fund Holdings as of,"02/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"002001","ZHEJIANG NHU LTD A","Materials","Equity","1,339,134.07","0.29","1,339,134.07","300,800.00","4.45","China","Shenzhen Stock Exchange","CNY"
"CHAMBLFERT","CHAMBAL FERTILISERS AND CHEMICALS","Materials","Equity","1,308,755.05","0.29","1,308,755.05","261,703.00","5.00","India","National Stock Exchange Of India","INR"
"1210","GREAT WALL ENTERPRISE LTD","Consumer Staples","Equity","1,228,006.57","0.27","1,228,006.57","681,000.00","1.80","Taiwan","Taiwan Stock Exchange","TWD"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","1,198,665.30","0.26","1,198,665.30","95,970.00","12.49","United States","NASDAQ","USD"
"ELD","ELDERS LTD","Consumer Staples","Equity","1,183,138.93","0.26","1,183,138.93","318,337.00","3.72","Australia","Asx - All Markets","AUD"
"GUBRF.E","GUBRE FABRIKALARI A","Materials","Equity","1,133,234.21","0.25","1,133,234.21","114,599.00","9.89","Turkey","Istanbul Stock Exchange","TRY"
"TU.R","THAI UNION GROUP NON-VOTING DR PCL","Consumer Staples","Equity","1,112,824.50","0.24","1,112,824.50","3,140,900.00","0.35","Thailand","Stock Exchange Of Thailand","THB"
"PARADEEP","PARADEEP PHOSPHATES LTD","Materials","Equity","1,102,258.19","0.24","1,102,258.19","749,285.00","1.47","India","National Stock Exchange Of India","INR"
"600096","YUNNAN YUNTIANHUA LTD A","Materials","Equity","1,095,268.04","0.24","1,095,268.04","236,100.00","4.64","China","Shanghai Stock Exchange","CNY"
"TFG.R","THAI FOODS GROUP PCL NON-VOTING DR","Consumer Staples","Equity","1,095,114.85","0.24","1,095,114.85","3,507,000.00","0.31","Thailand","Stock Exchange Of Thailand","THB"
"1215","CHAROEN POKPHAND ENTERPRISE(TAIWAN","Consumer Staples","Equity","1,044,720.98","0.23","1,044,720.98","302,000.00","3.46","Taiwan","Taiwan Stock Exchange","TWD"
"LSG","LEROY SEAFOOD GROUP","Consumer Staples","Equity","978,094.89","0.21","978,094.89","244,201.00","4.01","Norway","Oslo Bors Asa","NOK"
"GNC","GRAINCORP CLASS A LTD","Consumer Staples","Equity","904,316.53","0.20","904,316.53","270,016.00","3.35","Australia","Asx - All Markets","AUD"
"SLCE3","SLC AGRICOLA SA","Consumer Staples","Equity","903,664.10","0.20","903,664.10","372,006.00","2.43","Brazil","XBSP","BRL"
"JPFA","JAPFA COMFEED INDONESIA","Consumer Staples","Equity","903,339.16","0.20","903,339.16","8,356,700.00","0.11","Indonesia","Indonesia Stock Exchange","IDR"
"ING","INGHAMS GROUP LTD","Consumer Staples","Equity","895,760.00","0.20","895,760.00","624,076.00","1.44","Australia","Asx - All Markets","AUD"
"OCI","OCI NV","Materials","Equity","865,614.61","0.19","865,614.61","188,080.00","4.60","Netherlands","Euronext Amsterdam","EUR"
"QL","QL RESOURCES","Consumer Staples","Equity","851,102.94","0.19","851,102.94","926,000.00","0.92","Malaysia","Bursa Malaysia","MYR"
"AVANTIFEED","AVANTI FEEDS LTD","Consumer Staples","Equity","749,627.28","0.16","749,627.28","75,483.00","9.93","India","National Stock Exchange Of India","INR"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","744,278.04","0.16","744,278.04","58,329.00","12.76","United States","NASDAQ","USD"
"1866","CHINA XLX FERTILISER LTD","Materials","Equity","700,313.02","0.15","700,313.02","627,000.00","1.12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1610","COFCO JOYCOME FOODS LTD","Consumer Staples","Equity","612,096.21","0.13","612,096.21","4,616,000.00","0.13","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000876","NEW HOPE LIUHE LTD A","Consumer Staples","Equity","611,408.20","0.13","611,408.20","605,000.00","1.01","China","Shenzhen Stock Exchange","CNY"
"38","FIRST TRACTOR LTD H","Industrials","Equity","588,117.99","0.13","588,117.99","658,000.00","0.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TKFEN.E","TEKFEN HOLDING A","Industrials","Equity","572,952.21","0.13","572,952.21","191,099.00","3.00","Turkey","Istanbul Stock Exchange","TRY"
"TTEN3","TRES TENTOS AGROINDUSTRIAL SA","Consumer Staples","Equity","546,474.97","0.12","546,474.97","188,892.00","2.89","Brazil","XBSP","BRL"
"2419","DEKON FOOD AND AGRICULTURE GROUP H","Consumer Staples","Equity","543,838.99","0.12","543,838.99","91,100.00","5.97","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"002157","JIANGXI ZHENGBANG TECHNOLOGY LTD A","Consumer Staples","Equity","534,393.42","0.12","534,393.42","1,242,300.00","0.43","China","Shenzhen Stock Exchange","CNY"
"297","SINOFERT HOLDINGS LTD","Materials","Equity","526,434.57","0.12","526,434.57","3,176,000.00","0.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BEEF3","MINERVA SA","Consumer Staples","Equity","505,109.08","0.11","505,109.08","747,619.00","0.68","Brazil","XBSP","BRL"
"600737","COFCO SUGAR HOLDING LTD A","Consumer Staples","Equity","502,911.27","0.11","502,911.27","287,600.00","1.75","China","Shanghai Stock Exchange","CNY"
"TTRAK.E","TURK TRAKTOR VE ZIRAAT MAKINELERI","Industrials","Equity","410,070.04","0.09","410,070.04","42,933.00","9.55","Turkey","Istanbul Stock Exchange","TRY"
"600598","HEILONGJIANG AGRICULTURE LTD A","Consumer Staples","Equity","395,268.93","0.09","395,268.93","238,500.00","1.66","China","Shanghai Stock Exchange","CNY"
"GRTHO.E","GRAINTURK HOLDING A.S.","Consumer Staples","Equity","383,923.99","0.08","383,923.99","73,805.00","5.20","Turkey","Istanbul Stock Exchange","TRY"
"002299","FUJIAN SUNNER DEVELOPMENT LTD A","Consumer Staples","Equity","382,268.97","0.08","382,268.97","159,000.00","2.40","China","Shenzhen Stock Exchange","CNY"
"003380","HARIM HOLDINGS LTD","Consumer Staples","Equity","380,444.53","0.08","380,444.53","59,245.00","6.42","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"301035","SHANDONG WEIFANG RAINBOW CHEMICAL","Materials","Equity","347,437.87","0.08","347,437.87","50,020.00","6.95","China","Shenzhen Stock Exchange","CNY"
"000902","YONFER AGRICULTURAL TECHNOLOGY LTD","Materials","Equity","278,201.26","0.06","278,201.26","156,200.00","1.78","China","Shenzhen Stock Exchange","CNY"
"300761","JIANGSU LIHUA FOODS GROUP LTD A","Consumer Staples","Equity","271,900.83","0.06","271,900.83","103,400.00","2.63","China","Shenzhen Stock Exchange","CNY"
"002539","CHENGDU WINTRUE HOLDING LTD A","Materials","Equity","270,010.75","0.06","270,010.75","162,200.00","1.66","China","Shenzhen Stock Exchange","CNY"
"002458","SHAN DONG YISHENG LIVESTOCK AND PO","Consumer Staples","Equity","267,005.51","0.06","267,005.51","192,610.00","1.39","China","Shenzhen Stock Exchange","CNY"
"600299","BLUESTAR ADISSEO COMPANY A","Materials","Equity","253,710.17","0.06","253,710.17","206,500.00","1.23","China","Shanghai Stock Exchange","CNY"
"USD","USD CASH","Cash and/or Derivatives","Cash","233,931.57","0.05","233,931.57","233,932.00","100.00","United States","-","USD"
"016790","HYUNDAI FEED INC","Consumer Staples","Equity","227,278.99","0.05","227,278.99","122,896.00","1.85","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"002385","BEIJING DABEINONG TECHNOLOGY GROUP","Consumer Staples","Equity","223,814.62","0.05","223,814.62","520,300.00","0.43","China","Shenzhen Stock Exchange","CNY"
"000998","YUAN LONGPING HIGH-TECH AGRICULTUR","Consumer Staples","Equity","214,640.33","0.05","214,640.33","188,000.00","1.14","China","Shenzhen Stock Exchange","CNY"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","201,460.99","0.04","201,460.99","285,702.00","70.51","Canada","-","CAD"
"601952","JIANGSU AGRICULTURAL RECLAMATION D","Consumer Staples","Equity","201,373.87","0.04","201,373.87","175,700.00","1.15","China","Shanghai Stock Exchange","CNY"
"002258","LIER CHEMICAL LTD A","Materials","Equity","200,479.07","0.04","200,479.07","98,400.00","2.04","China","Shenzhen Stock Exchange","CNY"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","177,475.47","0.04","177,475.47","28,581,537.00","0.62","Japan","-","JPY"
"002215","SHENZHEN NOPOSION CROP SCIENCE LTD","Materials","Equity","169,352.98","0.04","169,352.98","132,900.00","1.27","China","Shenzhen Stock Exchange","CNY"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","157,495.35","0.03","157,495.35","1,549,282.00","10.17","Norway","-","NOK"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","73,076.78","0.02","73,076.78","2,334,255.00","3.13","Taiwan","-","TWD"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","60,097.34","0.01","60,097.34","93,493,431.00","0.06","Korea (South)","-","KRW"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","59,101.75","0.01","59,101.75","463,532.00","12.75","Hong Kong","-","HKD"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash and/or Derivatives","Cash Collateral and Margins","49,000.00","0.01","49,000.00","49,000.00","100.00","United States","-","USD"
"AUD","AUD CASH","Cash and/or Derivatives","Cash","39,845.77","0.01","39,845.77","57,464.00","69.34","Australia","-","AUD"
"MYR","MYR CASH","Cash and/or Derivatives","Cash","17,605.98","0.00","17,605.98","71,832.00","24.51","Malaysia","-","MYR"
"CNH","CNH CASH","Cash and/or Derivatives","Cash","16,904.39","0.00","16,904.39","114,749.00","14.73","China","-","CNH"
"BRL","BRL CASH","Cash and/or Derivatives","Cash","16,257.88","0.00","16,257.88","84,463.00","19.25","Brazil","-","BRL"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","15,326.19","0.00","15,326.19","11,460.00","133.73","United Kingdom","-","GBP"
"AED","AED CASH","Cash and/or Derivatives","Cash","14,955.69","0.00","14,955.69","54,930.00","27.23","United Arab Emirates","-","AED"
"TRY","TRY CASH","Cash and/or Derivatives","Cash","13,588.22","0.00","13,588.22","634,498.00","2.14","Turkey","-","TRY"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","13,076.01","0.00","13,076.01","228,386.00","5.73","Mexico","-","MXN"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","7,479.15","0.00","7,479.15","48,855.00","15.31","Denmark","-","DKK"
"QAR","QAR CASH","Cash and/or Derivatives","Cash","7,378.68","0.00","7,378.68","26,866.00","27.46","Qatar","-","QAR"
"SGD","SGD CASH","Cash and/or Derivatives","Cash","6,685.95","0.00","6,685.95","8,634.00","77.44","Singapore","-","SGD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","6,324.24","0.00","6,324.24","5,527.00","114.43","European Union","-","EUR"
"ILS","ILS CASH","Cash and/or Derivatives","Cash","4,338.08","0.00","4,338.08","12,989.00","33.40","Israel","-","ILS"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","3,278.91","0.00","3,278.91","2,631.00","124.62","Switzerland","-","CHF"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","2,540.58","0.00","2,540.58","24,532.00","10.36","Sweden","-","SEK"
"INR","INR CASH","Cash and/or Derivatives","Cash","448.99","0.00","448.99","42,830.00","1.05","India","-","INR"
"IDR","IDR CASH","Cash and/or Derivatives","Cash","375.31","0.00","375.31","6,752,906.00","0.01","Indonesia","-","IDR"
"ETD_EUR","ETD EUR BALANCE WITH 06738C","Cash and/or Derivatives","Cash","-7.13","0.00","-7.13","-6.00","114.43","European Union","-","EUR"
"PHOR","PHOSAGRO","Materials","Equity","5.21","0.00","5.21","40,484.00","0.00","Russian Federation","Standard-Classica-Forts","RUB"
"PHOR","PJSC PHOSAGRO GDR","Materials","Equity","7.82","0.00","7.82","782.00","0.01","Russian Federation","London Stock Exchange","USD"
"IXDU6","E-MINI MATERIALS SELECT SECTOR SEP","Cash and/or Derivatives","Futures","0.00","0.00","444,320.00","4.00","1,110.80","-","Chicago Mercantile Exchange","USD"
"MFSU6","MSCI EAFE INDEX SEP 26","Cash and/or Derivatives","Futures","0.00","0.00","474,045.00","3.00","3,160.30","-","Ice Futures U.S.","USD"
 
